query,reasoned_parsed_output
"I'm looking for ETFs in the life and health insurance sector like ICICI Lombard Gen. with high annualized returns over the last 5 years, preferably above 12%.","{""reasoning"": ""This query is looking for ETFs in the life and health insurance sector with high annualized returns over the last five years, specifically above 12%. The user is interested in similar performance to ICICI Lombard Gen., highlighting a focus on strong historical returns in a specific sector."", ""parsed_output"": {""attributes"": [{""node"": ""attribute/technical/returns/annualized_returns"", ""qualifier"": ""high"", ""time"": ""5 years"", ""quantifier"": "">12%""}], ""exposures"": [{""node"": ""exposure/sector/financials/insurance/insurance/life_and_health_insurance"", ""qualifier"": ""high"", ""quantifier"": null}], ""tickers"": [{""name"": ""ICICI Lombard Gen.""}], ""asset_types"": [], ""sebi"": [], ""vehicles"": [{""node"": ""vehicle/funds/etf""}], ""objectives"": []}}"
"Are there any ETFs focusing on Nifty 200 with high risk-adjusted returns above 5, that also consider liquidity? I'm interested in municipal bonds and tax harvesting within a conservative hybrid fund.","{""reasoning"": ""This query is looking for ETFs focused on the Nifty 200 index with high risk-adjusted returns above 5, considering liquidity. Additionally, it seeks municipal bonds and tax harvesting within a conservative hybrid fund. The user is interested in combining equity exposure with fixed-income benefits and tax efficiency."", ""parsed_output"": {""attributes"": [{""node"": ""attribute/technical/returns/risk_adjusted_returns"", ""qualifier"": null, ""time"": null, ""quantifier"": "">5""}], ""exposures"": [{""node"": ""exposure/index/nifty_200"", ""qualifier"": ""high"", ""quantifier"": null}, {""node"": ""exposure/factor/liquidity"", ""qualifier"": ""high"", ""quantifier"": null}], ""tickers"": [], ""asset_types"": [{""node"": ""asset_type/bonds/municipal_bonds""}], ""sebi"": [{""node"": ""sebi_classification/hybrid_schemes/conservative_hybrid_fund""}], ""vehicles"": [{""node"": ""vehicle/funds/etf""}], ""objectives"": [{""node"": ""objective/tax_harvesting""}]}}"
Any news on GeeCee Ventures?,"{""reasoning"":""The query seeks general news or updates about a specific company, GeeCee Ventures."",""parsed_output"":{""attributes"":[],""exposures"":[],""tickers"":[{""name"":""GeeCee Ventures""}],""asset_types"":[],""sebi"":[],""vehicles"":[]}}"
"I'm looking for a large cap fund with high liquidity, does anything in the REITs sector fit the bill?","{""reasoning"": ""This query is looking for a large-cap fund with high liquidity within the REITs sector. The key elements are the asset class (large cap fund), the attribute (high liquidity), and the sector (REITs). The user may be interested in stable, easily tradable investments in real estate."", ""parsed_output"": {""attributes"": [{""node"": ""attribute/technical/volume/relative_volume"", ""qualifier"": ""high"", ""time"": null, ""quantifier"": null}], ""exposures"": [{""node"": ""exposure/sector/real_estate/equity_real_estate_investment_trusts_reits"", ""qualifier"": ""high"", ""quantifier"": null}], ""tickers"": [], ""asset_types"": [{""node"": ""asset_type/equity/reits""}], ""sebi"": [{""node"": ""sebi_classification/equity_schemes/large_cap_fund""}], ""vehicles"": [], ""objectives"": []}}"
Who built you,"{""reasoning"":""The query seeks information about the creator/developer of the system."",""parsed_output"":{""attributes"":[],""exposures"":[],""tickers"":[],""asset_types"":[],""sebi"":[],""vehicles"":[]}}"
Show me small-cap stocks with a drawdown less than 8.5%.,"{""reasoning"":""This query seeks small-cap stocks with limited downside risk, specifically those with drawdown less than 8.5%, indicating lower volatility within this typically volatile segment."",""parsed_output"":{""attributes"":[{""node"":""attribute/style/size/small_cap"",""qualifier"":null,""time"":null,""quantifier"":null},{""node"":""attribute/technical/risk/drawdown"",""qualifier"":null,""time"":null,""quantifier"":""<8.5%""}],""exposures"":[],""tickers"":[],""asset_types"":[{""node"":""asset_type/equity""}],""sebi"":[],""vehicles"":[{""node"":""vehicle/stock""}]}}"
Can you tell me about the Nippon India Pharma Fund? I'm looking for a mid-cap mutual fund with high exposure to healthcare tech and a track record of over 10 years.,"{""reasoning"": ""This query is looking for information on a specific mutual fund (Nippon India Pharma Fund) with specific criteria. The key elements are the fund type (mid-cap), sector focus (healthcare tech), and performance history (track record of over 10 years). The user is interested in healthcare technology exposure and a stable long-term performance."", ""parsed_output"": {""attributes"": [{""node"": ""attribute/style/size/mid_cap"", ""qualifier"": null, ""time"": null, ""quantifier"": null}, {""node"": ""attribute/track_record/inception/length"", ""qualifier"": null, ""time"": null, ""quantifier"": "">10 years""}], ""exposures"": [{""node"": ""exposure/sector/health_care/health_care_equipment_and_services/health_care_technology"", ""qualifier"": ""high"", ""quantifier"": null}], ""tickers"": [{""name"": ""Nippon India Pharma Fund""}], ""asset_types"": [], ""sebi"": [], ""vehicles"": [{""node"": ""vehicle/funds/mutual_fund""}], ""objectives"": []}}"
What's the expense ratio for ETFs in the diversified REITs sector under conservative hybrid funds for tax harvesting?,"{""reasoning"": ""This query is looking for the expense ratio of ETFs within the diversified REITs sector, specifically under conservative hybrid funds, for the purpose of tax harvesting. The key elements are the attribute (expense ratio), asset type (ETFs), sector (diversified REITs), fund type (conservative hybrid funds), and investment strategy (tax harvesting)."", ""parsed_output"": {""attributes"": [{""node"": ""attribute/cost/expense_ratio"", ""qualifier"": null, ""time"": null, ""quantifier"": null}], ""exposures"": [{""node"": ""exposure/sector/real_estate/equity_real_estate_investment_trusts_reits/diversified_reits"", ""qualifier"": ""high"", ""quantifier"": null}], ""tickers"": [], ""asset_types"": [{""node"": ""vehicle/funds/etf""}], ""sebi"": [{""node"": ""sebi_classification/hybrid_schemes/conservative_hybrid_fund""}], ""vehicles"": [], ""objectives"": [{""node"": ""objective/tax_harvesting""}]}}"
What are the credit ratings for funds focusing on corporate bonds in the oil and gas sector for income?,"{""reasoning"": ""This query is looking for credit ratings of funds that focus on corporate bonds in the oil and gas sector for income. The key elements are the asset class (corporate bonds), the sector (oil and gas), the attribute (credit ratings), and the investment objective (income)."", ""parsed_output"": {""attributes"": [{""node"": ""attribute/fundamental/credit_rating"", ""qualifier"": null, ""time"": null, ""quantifier"": null}], ""exposures"": [{""node"": ""exposure/sector/energy/energy/oil_gas_and_consumable_fuels"", ""qualifier"": ""high"", ""quantifier"": null}], ""tickers"": [], ""asset_types"": [{""node"": ""asset_type/bonds/corporate""}], ""sebi"": [], ""vehicles"": [{""node"": ""vehicle/funds""}], ""objectives"": [{""node"": ""objective/income""}]}}"
"Are there any focused ETFs with Wipro exposure in IT sector having low expense ratios, ideally under 1% for tax harvesting?","{""reasoning"": ""This query is looking for focused ETFs with exposure to a specific ticker (Wipro) in the IT sector, having low expense ratios, ideally under 1%, for tax harvesting. The key elements are the asset type (ETFs), specific ticker (Wipro), sector (IT), and the qualifying criterion (low expense ratio for tax efficiency)."", ""parsed_output"": {""attributes"": [{""node"": ""attribute/cost/expense_ratio"", ""qualifier"": ""low"", ""time"": null, ""quantifier"": ""<1%""}], ""exposures"": [{""node"": ""exposure/sector/information_technology/software_and_services/it_services"", ""qualifier"": ""high"", ""quantifier"": null}], ""tickers"": [{""name"": ""Wipro""}], ""asset_types"": [], ""sebi"": [], ""vehicles"": [{""node"": ""vehicle/funds/etf""}], ""objectives"": [{""node"": ""objective/tax_harvesting""}]}}"
"I'm looking for an ETF with high credit ratings and low drawdowns, offering international exposure and investing in government treasury bonds for retirement.","{""reasoning"": ""The user seeks an ETF with high credit ratings and low drawdowns, indicating a preference for stability and risk mitigation. They want international exposure and investment in government treasury bonds, suggesting a focus on diversification and safety for retirement planning. The combination of these criteria reflects a cautious investment strategy."", ""parsed_output"": {""attributes"": [{""node"": ""attribute/fundamental/credit_rating"", ""qualifier"": ""high"", ""time"": null, ""quantifier"": null}, {""node"": ""attribute/technical/risk/drawdown"", ""qualifier"": ""low"", ""time"": null, ""quantifier"": null}], ""exposures"": [{""node"": ""exposure/region/international"", ""qualifier"": ""high"", ""quantifier"": null}], ""tickers"": [], ""asset_types"": [{""node"": ""asset_type/bonds/government/treasury""}], ""sebi"": [], ""vehicles"": [{""node"": ""vehicle/funds/etf""}], ""objectives"": [{""node"": ""objective/retirement""}]}}"
"Can you tell me about the DSP World Gold Fund of Fund? I'm looking for high annualized returns, maybe over 10%, and I heard it has a strong gold exposure, like 60%.","{""reasoning"": ""The query seeks information about the DSP World Gold Fund of Fund, specifically its annualized returns and gold exposure. The user is interested in high annualized returns, potentially over 10%, and a significant gold exposure, around 60%. This suggests a focus on gold as a hedge or growth driver."", ""parsed_output"": {""attributes"": [{""node"": ""attribute/technical/returns/annualized_returns"", ""qualifier"": null, ""time"": null, ""quantifier"": "">10%""}], ""exposures"": [{""node"": ""asset_type/commodities/gold"", ""qualifier"": ""high"", ""quantifier"": ""60%""}], ""tickers"": [{""name"": ""DSP World Gold Fund of Fund""}], ""asset_types"": [], ""sebi"": [], ""vehicles"": [], ""objectives"": []}}"
How's the expense ratio looking for ETFs in gold commodities with high healthcare and consumer staples exposure for retirement?,"{""reasoning"": ""This query seeks information on the expense ratio for ETFs focused on gold commodities with significant exposure to healthcare and consumer staples sectors, specifically for retirement purposes. The user may be interested in cost efficiency while diversifying across defensive sectors for long-term stability."", ""parsed_output"": {""attributes"": [{""node"": ""attribute/cost/expense_ratio"", ""qualifier"": null, ""time"": null, ""quantifier"": null}], ""exposures"": [{""node"": ""exposure/sector/health_care"", ""qualifier"": ""high"", ""quantifier"": null}, {""node"": ""exposure/sector/consumer_staples"", ""qualifier"": ""high"", ""quantifier"": null}], ""tickers"": [], ""asset_types"": [{""node"": ""asset_type/commodities/gold""}], ""sebi"": [], ""vehicles"": [{""node"": ""vehicle/funds/etf""}], ""objectives"": [{""node"": ""objective/retirement""}]}}"
Show me some mutual funds with an expense ratio less than 1%.,"{""reasoning"":""This query looks for mutual funds with a specific cost criterion, focusing on those with expense ratios below 1%."",""parsed_output"":{""attributes"":[{""node"":""attribute/cost/expense_ratio"",""qualifier"":null,""time"":null,""quantifier"":""<1%""}],""exposures"":[],""tickers"":[],""asset_types"":[],""sebi"":[],""vehicles"":[{""node"":""vehicle/mutual_fund""}]}}"
